"SITE_ID","VISIT_NO","OE_SCORE"
"FW08DE009",1,0.506366831
"FW08IN007",1,0.825802964
"FW08IN012",1,0.371940834
"FW08IN019",1,1.075682294
"FW08IN021",1,1.07099185
"FW08IN027",1,0.894799513
"FW08IN039",1,1.28632319
"FW08MI020",1,0.917461653
"FW08IN031",1,1.118056161
"FW08LA050",1,0.93427615
"FW08LA059",1,0.7184634
"FW08LA062",1,0.92140194
"FW08LA072",1,0.764836701
"FW08LA073",1,0.548543653
"FW08LA079",1,0.75850844
"FW08LA092",1,1.113361778
"FW08LA094",1,0.767961115
"FW08LA097",1,0.745719562
"FW08LA102",1,0.585110755
"FW08AR016",1,0.875588454
"FW08AR032",1,0.324119904
"FW08AR044",1,0.744114672
"FW08AR073",1,0.823122079
"FW08AR099",1,1.230320776
"FW08AR111",1,0.654717823
"FW08AR114",1,0.74505479
"FW08AR142",1,0.600948863
"FW08AR147",1,0.660824042
"FW08MT047",1,0.741535266
"FW08OK007",1,1.024638803
"FW08OK010",1,0.539274453
"FW08OK012",1,0.929660415
"FW08OK011",1,0.627543028
"FW08OK019",1,0.8330054
"FW08OK023",1,1.081176438
"FW08OK044",1,0.337196036
"FW08OK060",1,0.645931579
"FW08OK061",1,0.961868449
"FW08OK080",1,1.224526519
"FW08OK002",1,0.598027032
"FW08WY005",1,0.593411017
"FW08WY022",1,0.346144896
"FW08WY041",1,0.694468299
"FW08WY054",1,1.049981332
"FW08RMT9011",1,0.941173499
"FW08ND002",1,1.042403043
"FW08ND138",1,0.619408199
"FW08ND066",1,0.569714382
"FW08KS029",1,0.891568321
"FW08KS045",1,0.510836831
"FW08OK020",1,0.872336065
"FW08OK011",2,1.150495552
"FW08KS057",1,0.721631257
"FW08KS055",1,0.838296701
"FW08ND161",1,1.312485264
"FW08MI001",1,1.241243434
"FW08MI004",1,1.001038539
"FW08MI010",1,0.987860521
"FW08MI015",1,1.18356001
"FW08MI017",1,1.11130712
"FW08MI022",1,1.296373051
"FW08MI039",1,1.459010925
"FW08MI043",1,1.198733848
"FW08MI054",1,1.387324985
"FW08MS004",1,1.332892625
"FW08MS026",1,0.714037921
"FW08RMS9463",1,0.165111508
"FW08RMS9999",1,1.303350715
"FW08MT036",1,0.498521948
"FW08MT052",1,1.384484821
"FW08IL001",1,0.614543446
"FW08IL002",1,1.015437317
"FW08IL004",1,0.323841091
"FW08IL023",1,0.66760041
"FW08IL025",1,0.125560683
"FW08IL040",1,0.882434904
"FW08IL041",1,0.667602726
"FW08IL042",1,0
"FW08IN001",1,1.214528617
"FW08KS003",1,1.060310846
"FW08KS037",1,1.195253294
"FW08KS058",1,0.821062514
"FW08KS001",1,1.227189364
"FW08KS019",1,0.682174345
"FW08KS017",1,1.196302486
"FW08MD027",1,0.879394048
"FW08MD019",1,0.919524904
"FW08MD015",1,0.934854465
"FW08MD028",1,0.58143775
"FW08MD011",1,0.577468566
"FW08MD013",1,0.881413893
"FW08MD023",1,0.624447923
"FW08MD025",1,1.136245783
"FW08MD016",1,0.907633568
"FW08OK002",2,1.135101404
"FW08AL001",1,0.821928772
"FW08AL016",1,0.728428494
"FW08AL018",1,0.943826087
"FW08AL019",1,0.454170038
"FW08AL032",1,1.414337641
"FW08MO004",1,1.076846478
"FW08MO008",1,0.431802845
"FW08MO010",1,1.029215774
"FW08MO024",1,0.65491191
"FW08MO068",1,1.046072558
"FW08MO069",1,1.358313267
"FW08MO076",1,0.165216538
"FW08MO080",1,0.964933039
"FW08MS010",1,1.223637243
"FW08MS025",1,0.460658654
"FW08MS048",1,1.001024174
"FW08MS058",1,0.772106315
"FW08RMO9100",1,0.814586757
"FW08RMO9101",1,1.398116581
"FW08RMO9102",1,0.921425441
"FW08RMO9103",1,1.254697083
"FW08RMO9104",1,1.085114796
"FW08RMO9105",1,1.271107333
"FW08RMO9108",1,0.408870142
"FW08RMO9109",1,0.603739876
"FW08RMO9112",1,0.683851605
"FW08RMO9010",1,0.791223257
"FW08RMO9113",1,1.046469081
"FW08RMO9011",1,0.821950323
"FW08RIA9107",1,1.140151374
"FW08RIA9106",1,1.131330112
"FW08ID016",1,1.19194312
"FW08RIDREF",1,1.084539684
"FW08ID048",1,0.669693369
"FW08ND072",1,1.138958851
"FW08VT015",1,0.994568032
"FW08VT017",1,0.95957499
"FW08VT025",1,1.07485754
"FW08DE028",1,0.748965064
"FW08ND038",1,0.447307783
"FW08MD010",1,0.706351072
"FW08MD015",2,0.872530834
"FW08CO123",1,1.187909555
"FW08CO136",1,0.247422838
"FW08SD001",1,1.217001921
"FW08SD006",1,0.750346749
"FW08SD014",1,0.623264896
"FW08SD018",1,1.044228026
"FW08SD031",1,0.984088932
"FW08RSD9036",1,1.011696501
"FW08RSDP04R052",1,1.113424355
"FW08SC008",1,0.320466012
"FW08NC017",1,0.152912254
"FW08NC021",1,1.183588255
"FW08NC024",1,0.232100105
"FW08NC025",1,0.491863629
"FW08NC029",1,1.063096238
"FW08NC032",1,0.30886781
"FW08NC034",1,0.571521484
"FW08NC039",1,1.082927396
"FW08NC041",1,0.693770496
"FW08NC042",1,0.912336574
"FW08NC049",1,0.226014451
"FW08NC050",1,0.76038432
"FW08NC050",2,0.85543236
"FW08NC055",1,0.679265169
"FW08ID010",1,1.035336032
"FW08ID013",1,0.480934119
"FW08MS062",1,0.989726867
"FW08MS017",1,1.272339132
"FW08MS023",1,0.620863708
"FW08RMS9447",1,1.406865308
"FW08MS033",1,0.265439377
"FW08MS002",1,1.201561086
"FW08MS025",2,1.013449039
"FW08MS016",1,0.597570443
"FW08MS038",1,1.122958665
"FW08MS007",1,0.682425733
"FW08MS034",1,1.240942266
"FW08MI012",1,0.774526489
"FW08RME94",1,1.131262366
"FW08MI003",2,0.964638343
"FW08VT012",1,0.632019572
"FW08CO060",1,1.135766293
"FW08RWI9055",1,1.237986008
"FW08RWI9044",1,0.614411111
"FW08MO058",1,0.85957897
"FW08OR021",1,0.327642409
"FW08OR033",1,0.728533574
"FW08OR037",1,0.639542193
"FW08OR049",1,0.640884959
"FW08ROR9099",1,1.145061566
"FW08IA003",1,0.903759569
"FW08IA015",1,0.437903811
"FW08IA062",1,0.918382909
"FW08IA063",1,0.877201748
"FW08IA083",1,1.073387606
"FW08MD021",1,0.697054816
"FW08MD026",1,1.057895236
"FW08MD030",1,1.050680114
"FW08ND046",1,1.063400242
"FW08ND086",1,1.192994865
"FW08DE012",1,1.380829471
"FW08KS044",1,0.757501865
"FW08MO001",1,1.186432032
"FW08AZ155",1,0.836452904
"FW08PA025",1,1.185437799
"FW08ND016",1,0.889591455
"FW08ND020",1,0.799530886
"FW08ND071",1,0.946637439
"FW08AL001",2,0.876724023
"FW08AL002",1,0.958995615
"FW08AL002",2,1.032764509
"FW08AL004",1,0.80683474
"FW08AL007",1,0.74281451
"FW08AL008",1,1.064520519
"FW08AL009",1,0.785943577
"FW08AL012",2,0.517248855
"FW08AL013",1,1.186543168
"FW08AL014",1,1.311993168
"FW08AL016",2,0.728428494
"FW08AL020",1,0.701256352
"FW08AL024",1,0.924757899
"FW08AL025",1,0.97968661
"FW08AL031",1,0.864122232
"FW08AL033",1,0.200775378
"FW08AL035",1,0.476569643
"FW08AL036",1,0.78871034
"FW08AL046",1,0.941772615
"FW08CO004",1,0.925052217
"FW08CO007",1,0.6074595
"FW08ND054",1,1.080543982
"FW08ID032",1,0.335825743
"FW08RAL9016",1,1.321056645
"FW08AR003",1,1.290852763
"FW08AR006",1,1.009241721
"FW08AR012",1,0.651273485
"FW08AR014",1,0.570382783
"FW08OK035",1,1.096606536
"FW08AL034",1,0.658363913
"FW08RAL9025",1,0.664117073
"FW08AR017",1,0.71685757
"FW08AR019",1,0
"FW08AR024",1,0.668992671
"FW08AR028",1,0.205732288
"FW08AR030",1,0.482301636
"FW08AR036",1,0.447119367
"FW08AR041",1,0.327351926
"FW08AR084",1,1.271028531
"FW08AL006",1,0.823807065
"FW08AL022",1,1.06834562
"FW08AL023",1,0.854948114
"FW08AL027",1,0.555278818
"FW08AL029",1,0.631036293
"FW08AL047",1,0.972879157
"FW08RAL9066",1,1.342756409
"FW08CO028",1,0.37565992
"FW08CO053",1,0
"FW08DE030",1,1.175183516
"FW08DE034",1,0.683529037
"FW08DE040",1,0.741615456
"FW08DE043",1,0.856048636
"FW08DE044",1,1.084950114
"FW08DE049",1,1.280086062
"FW08ID013",2,0.480934119
"FW08ID014",1,1.384856115
"FW08ID016",2,0.834360184
"FW08ID017",1,1.294286127
"FW08ID019",1,0.442693422
"FW08ID020",1,1.418261941
"FW08ID023",1,0.613080011
"FW08ID026",1,0.557464899
"FW08ID029",1,0.53129173
"FW08ID033",1,1.240809929
"FW08ID037",1,0.898598644
"FW08ID042",1,1.077661278
"FW08ID071",1,1.195411589
"FW08ID078",1,0.750191895
"FW08IL005",1,0.997241388
"FW08IL045",1,0.102844581
"FW08IL002",2,0.913893585
"FW08ID045",1,1.351948985
"FW08ID085",1,1.251510115
"FW08ID049",1,1.177169352
"FW08CO085",1,0.847116405
"FW08CO086",1,0.775419446
"FW08CO087",1,0.765487806
"FW08CO138",1,0.742625391
"FW08KS001",2,1.09083499
"FW08KS007",1,0.66720674
"FW08KS009",1,1.039605046
"FW08KS010",2,1.36168325
"FW08KS011",1,0.631065744
"FW08KS025",1,1.134987196
"FW08KS032",1,0.895986487
"FW08KS048",1,0.912054062
"FW08KS056",1,0.945712559
"FW08KS061",1,0.644032935
"FW08LA004",1,0.947952884
"FW08LA004",2,1.206485489
"FW08LA005",1,1.181162716
"FW08LA009",1,0.23621848
"FW08LA023",1,0.693831997
"FW08AL026",1,0.537510672
"FW08LA035",1,0.541337734
"FW08LA039",1,0.460995785
"FW08LA039",2,0.460995785
"FW08LA040",1,0.458079414
"FW08LA049",1,0.666109269
"FW08LA099",1,0.969945558
"FW08AZ074",1,0.407254781
"FW08AZ074",2,0.509068476
"FW08AZ087",1,1.190177035
"FW08AZ100",1,0.732688421
"FW08AZ260",1,0.758228502
"FW08RAZ9016",1,1.007251514
"FW08RAZ9020",1,0.554677086
"FW08RAZ9022",1,0.638217934
"FW08RAZ9031",1,0.912015861
"FW08RAZTRB01",1,0.414530381
"FW08CA020",1,0.607421681
"FW08CA031",1,1.222139682
"FW08RCA9002",1,0.797510418
"FW08RCA9003",1,0.931327809
"FW08ID021",1,1.211303377
"FW08IL009",1,0.302221794
"FW08IL009",2,0.201481196
"FW08IL012",1,0.358228063
"FW08IL013",1,0.85637347
"FW08IL035",1,0.535546127
"FW08LA160",1,0.701506149
"FW08LA140",1,0.526694737
"FW08LA164",1,1.19883557
"FW08LA173",1,0.586346863
"FW08MI001",2,1.379159371
"FW08MI003",1,1.071820381
"FW08MI006",1,1.169718389
"FW08MI008",1,1.204984408
"FW08MI009",1,1.253390336
"FW08MI013",1,1.209645275
"FW08MI020",2,0.733969323
"FW08MI021",1,0.706804369
"FW08MI025",1,1.093896896
"FW08MI029",1,1.480617526
"FW08MI031",1,1.146883702
"FW08MI032",1,0.745910857
"FW08MI035",1,1.232449246
"FW08MI045",1,1.25338514
"FW08MI052",1,0.645681034
"FW08MI053",1,1.252353059
"FW08MI055",1,0.678328355
"FW08MI063",1,0.900218275
"FW08MI077",1,1.04558937
"FW08MI079",1,1.055258721
"FW08MI080",1,1.069824859
"FW08MS020",2,0.797990479
"FW08MS026",2,1.017472016
"FW08MS045",1,0.484098327
"FW08MS053",1,0.381214841
"FW08RMS9252",1,1.037190151
"FW08RMS9254",1,1.078424309
"FW08RMS9306",1,1.011938313
"FW08RMS9418",1,1.084203084
"FW08MI007",1,1.264193582
"FW08MD010",2,0.908165664
"FW08MD022",1,0.607555391
"FW08MN013",2,0.678130388
"FW08MN022",1,0.96976511
"FW08MN042",1,0.83339075
"FW08MN051",1,0.741084248
"FW08MN052",1,0.085
"FW08NH001",1,1.133349725
"FW08NH001",2,0.858194323
"FW08NH002",2,1.227273041
"FW08NH003",1,0.979438221
"FW08NH099",1,0.877740838
"FW08NH104",1,1.057032816
"FW08AZ003",1,1.193553106
"FW08AZ004",1,0.458343171
"FW08AZ005",1,0.453415506
"FW08AZ006",1,0.84895073
"FW08AZ062",1,0.610882171
"FW08AZ050",1,0.808477724
"FW08AZ062",2,0.610882171
"FW08AZ048",1,1.190138175
"FW08AZ028",1,1.005041647
"FW08AZ024",1,1.133358774
"FW08DE025",2,0.701851691
"FW08CO029",1,0.629707196
"FW08CO050",1,1.340602684
"FW08CO129",1,0.997257488
"FW08AR003",2,1.383056532
"FW08AR022",1,0.38051587
"FW08RMI9201",1,0.970026356
"FW08NV020",1,0.512834806
"FW08NJ001",2,0.703947979
"FW08NJ001",1,0.782164421
"FW08NJ035",1,0.0527
"FW08CO033",1,0.505697238
"FW08CO072",1,1.146086632
"FW08CO171",1,0.501718134
"FW08VT020",1,0.589172562
"FW08VT021",2,0.951580731
"FW08WA018",1,1.334420757
"FW08RWA9901",1,0.250339681
"FW08RWA9902",1,1.081281388
"FW08RWA9903",1,0.961151243
"FW08DE011",1,0.532667273
"FW08DE025",1,0.77203686
"FW08DE046",1,0.856337812
"FW08ND011",1,1.093099275
"FW08ND023",1,1.322227471
"FW08ND041",1,0.500208219
"FW08ND042",1,1.12057981
"FW08ND053",1,0.284673841
"FW08NH057",1,0.639709809
"FW08ND058",1,1.245752973
"FW08ND074",1,1.186426325
"FW08VT024",1,1.100445626
"FW08AR001",2,0.864977226
"FW08AR002",2,1.012728727
"FW08AR013",1,0.373242182
"FW08AR020",1,0.844141371
"FW08AR025",1,1.112330478
"FW08AR026",1,0.426553347
"FW08AR027",1,0.452451634
"FW08AR031",1,1.137144635
"FW08AR037",1,0.386027235
"FW08AR042",1,0.360642239
"FW08AR043",1,0.645147247
"FW08AR052",1,0.681348766
"FW08AR053",1,0
"FW08AR057",1,0.435280515
"FW08AR060",1,0.483092158
"FW08AR070",1,0.42102739
"FW08AR080",1,0.883191271
"FW08AR088",1,0.830650669
"FW08AR093",1,0.739643396
"FW08AR094",1,0.849664637
"FW08AR116",1,0.340262239
"FW08AR122",1,0.749760099
"FW08AR133",1,0.757634079
"FW08AR141",1,0.873684402
"FW08AR151",1,0.882672342
"FW08AR161",1,0.0842
"FW08AR177",1,0.372225897
"FW08AR188",1,0.393315613
"FW08AR192",1,0.423965634
"FW08AR218",1,0.923690781
"FW08AR255",1,0.418995743
"FW08AR276",1,0.319455386
"FW08AR303",1,0.612863471
"FW08AR307",1,0.24084553
"FW08AR311",1,1.068940587
"FW08AR320",1,0.0697
"FW08IA006",1,0.366479845
"FW08IA010",1,0.621003388
"FW08IA019",1,0.894393204
"FW08IA019",2,1.453388956
"FW08IA021",1,0.101941828
"FW08IA022",1,1.071580736
"FW08IA024",1,0.780286207
"FW08IA029",1,0.932356368
"FW08IA034",1,0.71402579
"FW08IA035",1,1.292798125
"FW08IA037",1,1.086545476
"FW08IA038",1,0.963306586
"FW08IA040",1,0.634330437
"FW08IA044",1,0.57903776
"FW08IA046",1,0
"FW08IA047",1,0.551922211
"FW08IA047",2,0.827883316
"FW08IA049",1,0.676990527
"FW08IA053",1,0.975187226
"FW08IA057",1,1.365729758
"FW08IA065",1,0.546520505
"FW08NE001",1,0.598389739
"FW08NE003",1,0.87382738
"FW08NE005",1,0.0963
"FW08NE006",1,0.138932352
"FW08NE006",2,0
"FW08NE015",1,1.019850234
"FW08NE016",1,0.217176056
"FW08NE019",1,0.649970736
"FW08NE022",1,0.510231758
"FW08NE028",1,0.22417486
"FW08NE031",1,0.379398385
"FW08NE025",1,0.364779642
"FW08NE032",1,0.412173237
"FW08NE035",1,0.220607355
"FW08NE036",1,0.65016022
"FW08NE036",2,0.866880293
"FW08NE041",1,0.611700417
"FW08NE043",1,0.816433686
"FW08NE044",1,0.677498834
"FW08NE046",1,0.136693546
"FW08NE047",1,0.430857769
"FW08NE048",1,0
"FW08NE050",1,0.241374783
"FW08NE052",1,0.644557588
"FW08NE057",1,0.360351454
"FW08NE060",1,0.756888526
"FW08NE066",1,0.109198542
"FW08NE067",1,0
"FW08NE070",1,0.536544143
"FW08NE081",1,0.692236193
"FW08NE092",1,0.480139519
"FW08NE102",1,0.651476638
"FW08NE114",1,0.253162192
"FW08NE166",1,0.370118248
"FW08NE189",1,0.42018449
"FW08OR014",1,1.023478256
"FW08ROR9001",1,0.891904283
"FW08ROR9003",1,0.789636476
"FW08ROR9004",1,0.771726257
"FW08ROR9007",1,0.998552459
"FW08OK003",1,0.647877836
"FW08OK005",1,0.444263599
"FW08OK013",1,0.634047808
"FW08OK030",1,0.538170639
"FW08OK051",1,0.533857319
"FW08OK053",1,0.128636917
"FW08OK055",1,0.667343212
"FW08OK064",1,1.111880346
"FW08OK094",1,1.260632903
"FW08OK099",1,0.988567352
"FW08OK014",1,0.921633077
"FW08OK018",1,0.910365413
"FW08OK025",1,0.370909684
"FW08OK062",1,0.514724783
"FW08OK003",2,0.539898197
"FW08OK005",2,0.444263599
"FW08OK006",1,0.451176529
"FW08OK009",1,1.254543677
"FW08OK017",1,0
"FW08OK022",1,0.736746084
"FW08OK024",1,0.351921217
"FW08OK026",1,0.971357946
"FW08OK027",1,0.130678931
"FW08OK028",1,1.171862349
"FW08OK031",1,0.944098357
"FW08OK032",1,0.437545214
"FW08OK034",1,0.908630886
"FW08OK036",1,0.906794535
"FW08OK038",1,0.529227808
"FW08OK039",1,0.129910672
"FW08OK040",1,0.130111261
"FW08OK043",1,0.130058184
"FW08OK047",1,0.148426656
"FW08OK050",1,0.59136467
"FW08OK052",1,0.733506814
"FW08OK056",1,0.444263599
"FW08OK057",1,0.895687184
"FW08OK058",1,0.453155077
"FW08OK059",1,0.580888441
"FW08OK074",1,1.029753661
"FW08RNM9061",1,1.08359353
"FW08RNM9067",1,1.024308825
"FW08RNM9075",1,0.639898321
"FW08RNM9076",1,0.659912819
"FW08MS042",1,0.380405202
"FW08OK048",1,0.521022486
"FW08NM005",1,1.002867369
"FW08NM008",1,0.906011401
"FW08NM008",2,0.5177208
"FW08NM010",1,1.147259565
"FW08MN013",1,0.847662984
"FW08NM019",1,1.174242533
"FW08NM022",1,1.377712096
"FW08NM022",2,1.102169677
"FW08NM023",1,0.730353463
"FW08NM024",1,0.907093138
"FW08NM026",1,0.573207843
"FW08NM027",1,0.182065935
"FW08NM031",1,1.23926302
"FW08NM034",1,0.552516429
"FW08NM035",1,1.419286595
"FW08NM038",1,1.161525675
"FW08NM039",1,1.016124774
"FW08NM042",1,0.367452042
"FW08NM043",1,1.080065575
"FW08NM045",1,1.013808257
"FW08NM047",1,0.403612729
"FW08NM048",1,1.216724629
"FW08NM105",1,0.759822728
"FW08RNM9006",1,0.834184818
"FW08RNM9082",1,1.293971746
"FW08AL003",1,0.905874846
"FW08AL015",1,1.141558708
"FW08AL021",1,1.211055166
"FW08AL030",1,0.669507492
"FW08AL051",1,1.021087094
"FW08RAL9038",1,1.154367787
"FW08RAL9059",1,0.741438354
"FW08WY001",1,0.793057014
"FW08WY004",1,0.954137438
"FW08WY007",1,0.94993416
"FW08WY009",1,0.572044976
"FW08WY010",1,0.756140443
"FW08WY012",1,0.95668189
"FW08WY012",2,0.850383902
"FW08WY016",1,0.920151284
"FW08WY016",2,0.805132374
"FW08WY021",1,0.807406978
"FW08WY021",2,0.98683075
"FW08WY025",1,1.119927052
"FW08WY025",2,0.847676275
"FW08WY028",1,0.444569399
"FW08WY029",1,1.116979101
"FW08WY039",1,0.741947912
"FW08WY040",1,0.761338612
"FW08WY044",1,0.882638739
"FW08WY045",1,0.222762945
"FW08WY047",1,1.087897059
"FW08WY052",1,0.879961223
"FW08WY056",1,0.927447432
"FW08WY057",1,0.53088183
"FW08WY062",1,1.031655005
"FW08WY068",1,0.890551437
"FW08WY070",1,1.155012085
"FW08WY071",1,0.799761091
"FW08WY075",1,1.108118173
"FW08WY077",1,1.083605698
"FW08WY081",1,0.963973861
"FW08WY085",1,0.926133583
"FW08WY089",1,1.011752986
"FW08WY090",1,0.959766036
"FW08WY092",1,0.319351736
"FW08RWY9906",1,0.761019609
"FW08RWY9907",1,1.387351052
"FW08CA222",1,1.101153729
"FW08CA207",1,0.956749052
"FW08CA199",1,1.063551915
"FW08CA170",1,0.889290036
"FW08CA168",1,1.056724121
"FW08CA155",1,0.415271493
"FW08CA145",1,0.931806957
"FW08CA139",1,1.22205886
"FW08CA132",1,0.873948995
"FW08CA116",1,0.858747247
"FW08CA102",1,0.645112215
"FW08CA097",1,1.318588365
"FW08CA054",1,1.023670486
"FW08CA046",1,1.067427087
"FW08CA038",1,0.745046404
"FW08CA036",1,0.958566215
"FW08CA022",1,0.980568663
"FW08CA009",1,0.973484326
"FW08CA008",1,0.933699816
"FW08CA005",1,1.009804715
"FW08CA002",1,0.742572096
"FW08MT088",1,1.01687334
"FW08MT010",1,0.912705952
"FW08MT015",1,0.838913708
"FW08MT103",1,0.983547818
"FW08MT017",1,0.642544317
"FW08MT019",1,1.186895917
"FW08MT022",2,0.880711883
"FW08MT022",1,0.770622897
"FW08MT025",1,0.813597672
"FW08MT025",2,1.118696799
"FW08MT033",1,1.020190542
"FW08MT041",1,1.009662441
"FW08MT044",1,1.11128364
"FW08MT053",1,0.840388648
"FW08MT056",1,1.29568122
"FW08MT058",1,0.884134497
"FW08MT061",1,0.875305853
"FW08MT063",1,0.832782607
"FW08MT066",1,1.033619803
"FW08MT080",1,0.837259186
"FW08MT087",1,0.391361741
"FW08MT090",1,1.143305193
"FW08MT091",1,1.085518492
"FW08MT094",1,1.11553204
"FW08MT098",1,0.971027776
"FW08RMT9130",1,1.220890896
"FW08MT111",1,1.32972794
"FW08MT124",1,1.045157566
"FW08RMT9001",1,1.075155376
"FW08RMT9006",1,1.123486158
"FW08RMT9008",1,0.809352572
"FW08RMT9009",1,1.221140888
"FW08RMT9012",1,0.582371889
"FW08RMT224909",1,1.189980235
"FW08AR236",1,0.328877405
"FW08MS050",1,0.757277634
"FW08MS064",1,0.926862357
"FW08MS069",1,0.0923
"FW08MS084",1,1.032611273
"FW08MS086",1,0.216544805
"FW08MS100",1,0.561898941
"FW08MS101",1,0.560228666
"FW08WA010",1,0.287991837
"FW08WA021",1,1.215244073
"FW08WA026",1,0.356778711
"FW08WA120",1,1.121517104
"FW08WA058",1,1.099639168
"FW08WA084",1,0.494130323
"FW08WA066",1,1.00266768
"FW08WA031",1,0.991166123
"FW08WA078",1,0.671967243
"FW08WV001",1,0.812305544
"FW08WV001",2,0.812305544
"FW08WV002",1,0.926821465
"FW08WV002",2,0.784233547
"FW08WV003",1,1.254317535
"FW08WV004",1,1.169159734
"FW08WA007",1,0.993977791
"FW08WV012",1,1.086227116
"FW08WV015",1,1.163289141
"FW08WV016",1,1.067568109
"FW08WA017",2,0.560696549
"FW08WV018",1,0.653924887
"FW08WV019",1,0.966854207
"FW08WA022",1,0.480150201
"FW08WV024",1,0.782288438
"FW08WV025",1,0.752686863
"FW08WV028",1,1.153909843
"FW08WV031",1,0.925564879
"FW08WV031",2,0.987269205
"FW08WV032",1,0.633750757
"FW08WV035",1,0.83443168
"FW08WV037",1,0.786948893
"FW08MO018",1,1.14168061
"FW08VT021",1,0.769201538
"FW08MO009",2,0.821792541
"FW08MO011",2,1.422815883
"FW08MO013",1,1.29860222
"FW08MO014",1,1.048814785
"FW08MO015",1,1.161781284
"FW08MO017",1,1.068235716
"FW08MO019",1,0.989762933
"FW08MO021",1,0.418091126
"FW08MO025",1,0.356862959
"FW08MO027",1,1.408158584
"FW08MO029",1,1.246765012
"FW08MO031",1,0.861387593
"FW08MO033",1,0.957171389
"FW08MO037",1,0.594771598
"FW08MO038",1,0.238818709
"FW08MO039",1,0.948717645
"FW08KY001",1,0.574714459
"FW08KY001",2,0.574714459
"FW08KY002",1,0.875294243
"FW08KY003",1,0.32894402
"FW08KY004",1,0.961543234
"FW08KY005",1,1.095737006
"FW08KY006",1,0.855495842
"FW08KY006",2,0.987110587
"FW08KY008",1,0.913131866
"FW08KY011",1,0.462316561
"FW08KY012",1,0.713693588
"FW08KY014",1,0.750799849
"FW08KY019",1,0.930644269
"FW08KY019",2,1.269060367
"FW08KY020",1,1.00584068
"FW08KY021",1,0.739702129
"FW08KY022",1,0.979808062
"FW08KY023",1,0.877279468
"FW08KY024",1,0.920835721
"FW08KY025",1,0.854297263
"FW08KY026",1,0.536273527
"FW08KY031",1,0.908172358
"FW08KY033",1,0.383406559
"FW08KY035",1,0.925263048
"FW08KY040",1,1.085385487
"FW08KY062",1,0.429688616
"FW08KY072",1,1.349817329
"FW08RKY9219",1,0.883299687
"FW08RKY9056",1,0.308344251
"FW08SD011",1,0.383536337
"FW08SD015",1,0.920523203
"FW08SD017",2,1.106604524
"FW08SD017",1,1.106604524
"FW08SD026",1,0.847300098
"FW08SD032",1,0.792719956
"FW08SD034",1,0.868423586
"FW08SD035",1,1.428163674
"FW08SD036",1,1.231418422
"FW08SD037",1,1.11008355
"FW08SD038",1,0.228184397
"FW08SD042",2,0.962186988
"FW08SD042",1,1.154624385
"FW08SD050",1,0.610013095
"FW08SD056",1,1.161788555
"FW08SD060",1,0.720089637
"FW08SD065",1,1.034964122
"FW08SD070",1,1.110780227
"FW08SD072",1,0.86479061
"FW08SD075",1,0.311514969
"FW08SD075",2,0.415353292
"FW08SD078",1,0.959487017
"FW08SD084",1,0.445600815
"FW08SD085",1,0.797722403
"FW08SD089",1,0.595219833
"FW08SD091",1,1.012924405
"FW08SD092",1,1.025017032
"FW08SD098",1,1.132200687
"FW08SD097",1,0.477867155
"FW08SD094",1,1.270997355
"FW08SD095",1,0.671083791
"FW08SD100",1,0.793767759
"FW08SD105",1,0.785047217
"FW08SD165",1,1.269621282
"FW08RSD9040",1,1.25181561
"FW08OR011",1,0.928626639
"FW08FL032",1,0.728038532
"FW08VA002",1,0.965457167
"FW08VA002",2,1.103421988
"FW08VA023",1,0.752384841
"FW08VA031",1,0.962918322
"FW08VA040",1,0.19094439
"FW08VA046",1,0.767911002
"FW08RVA9026",1,0.940777474
"FW08VA041",1,0.897816454
"FW08IL001",2,1.126662985
"FW08IL007",1,1.395865271
"FW08IL010",1,1.063605429
"FW08IL020",1,1.340361549
"FW08IL021",1,1.104648299
"FW08IL030",1,1.093607816
"FW08WA037",1,0.825060486
"FW08WA051",1,1.143708843
"FW08KY041",1,0.70849967
"FW08KY042",1,0.918291234
"FW08KY050",1,0.986526494
"FW08RKY9007",1,0.747406713
"FW08RKY9143",1,1.299170601
"FW08RKY9905",1,0.899989148
"FW08MT006",1,1.034379883
"FW08MT032",1,0.71583642
"FW08RMT222052",1,0.957469099
"FW08MT093",1,1.06369224
"FW08PA002",1,1.212728804
"FW08PA002",2,1.043677778
"FW08PA009",1,0.834618897
"FW08PA007",1,0.873749676
"FW08PA012",1,0.380674834
"FW08PA022",1,0.417577182
"FW08PA024",1,1.025346847
"FW08PA026",1,0.954164833
"FW08PA027",1,0.574046593
"FW08PA031",1,1.199302669
"FW08PA034",1,0.581131811
"FW08PA036",1,0.681954845
"FW08PA044",1,0.464766131
"FW08PA046",1,0.761317705
"FW08PA047",1,0.48449781
"FW08PA053",1,0.803134038
"FW08PA061",1,0.860524359
"FW08PA066",1,0.493011124
"FW08KS010",1,0.990315091
"FW08KS007",2,1.223212357
"FW08MO009",1,0.821792541
"FW08KS015",1,1.077602754
"FW08KS016",1,1.218478766
"FW08KS023",1,0.478124649
"FW08KS024",1,0.891257521
"FW08KS028",1,1.214473331
"FW08KS031",1,0.988838788
"FW08KS047",1,1.379910666
"FW08KS048",2,0.901590971
"FW08KS059",1,1.408548063
"FW08KS060",1,0.940317577
"FW08KS063",1,1.011510001
"FW08CT002",2,1.126278004
"FW08CT002",1,0.889166846
"FW08CT005",1,0.801654108
"FW08CT005",2,0.601240581
