"SITE_ID","VISIT_NO","DATE_COL","YEAR","STATE","AG_ECO9","LAT_DD83","LON_DD83","STRAH_ORD","MMI_BENT","OE_SCORE_OLD","OE_SCORE","AMMONIA_N_RESULT","ANC_RESULT","CHLORIDE_RESULT","COLOR_RESULT","COND_RESULT","DOC_RESULT","MAGNESIUM_RESULT","SODIUM_RESULT","POTASSIUM_RESULT","NTL_RESULT","PTL_RESULT","SULFATE_RESULT","TSS_RESULT","TURB_RESULT","PROTOCOL","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","REALM","W1H_CROP","XSLOPE_use","XWIDTH_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","QLow_cl","LQLow_cl","LOE_QLow_cl","LOE_Qbkf_cl","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","AG_ECO5","MAST_SY","MSST_SY","MWST_SY","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100"
"AZR9-0904",1,2014-05-07,"2014","AZ","XER",33.29395085,-109.494703,5,51.78,1.239928709,1.239928709,0.006,2483.39,3.658,5,248,0.79,11.73,15.41,2.777,0.168,119,4.617,8.6,4.93,"WADEABLE",68.77173913,42.45284475,8.5942,35.04775569,26.27272727,1.52,1.536363636,1.322827777,396,1.816722296,33.85416667,5.376344086,11.82795699,18.27956989,2.378908874,-0.562186579,-0.781363264,26.19047619,73.80952381,0.509624391,0,0.009090909,0.077272727,0.004545455,0.281818182,0,74.70588235,38.77005348,0.027272727,0.623863636,0.213636364,0.518181818,0.636061388,0.333181818,0,0,0,0,0,"WADEABLE",0,1.880833333,11.83,"1 Low","Good",-0.201726435,"Medi",-0.25288566,"Medi",-0.307920175,161.5935499,2.208424022,1.824978861,0.261257838,0.049655455,0.931538784,"R",10,10,6.608357629,10,9.759422614,10,10,10,95.46,-68.45,-9.18,4.97,"West",12.57249851,22.24056119,6.946930532,262.5238953,342.618859,6.240128994,4.731467444,7.175126076,5.745994697,23.88535881,21.18527515,14.83549213,12.66375073,0,0,538.3339495,19.87819071,11.44138956,-6.044924463,58.07115747,1909.784979,3.77653521,41.79203271,10,2,61,0.044186211,0,0.291349921,0.094139885,0.008558171,0,0.002976755,66.64852706,0.001581401,24.41413735,7.924401579,0.001116283,0,0.415908524,0.152930802,0.072430083,0,0.239992216,0.063421367,0.003603487,0,0,66.66378388,0,24.65361484,6.50825739,0.003243138,0,1.41797203,0.372960877,0.100791073,0.080703689
"AZR9-0913",1,2014-04-28,"2014","AZ:CA","XER",33.47634212,-114.6053022,9,22.78,0.305646634,0.305646634,0.005,2851.47,85.354,5,969,2.42,26.29,94.14,4.549,0.455,19,228.188,4.8,1.85,"BOATABLE",298.2857143,91.66679987,484.24,86.7772587,156.5454545,0.248181818,4.12,NA,4259.61488,-0.460409377,NA,0,100,NA,-0.084875167,-0.37553421,-0.589143437,0,100,29.09199286,NA,0,0.009090909,0,0.231818182,0,57.0855615,NA,0.035714286,0.373809524,0.071428571,1.023809524,0.465766941,0.560714286,0.706398233,2.405974048,1.125,2.105959048,0.300015,"BOATABLE",0,0.005080677,156.5454545,"3 High","Medi",-0.675553437,"Good",0.342640529,"Good",0.351362894,76.52041861,1.883777337,59.44215652,1.774094557,-1.027495792,-0.931593678,"S",4.379637017,6.75450713,10,7.8,10,10,10,10,86.17,-101.81,-12.56,-1.37,"West",16.43619592,24.75815216,8.398864634,116.9832306,260.1489538,13.31157494,-0.24739208,14.3987236,1.116983235,32.10094452,21.39387484,22.55635643,10.4502733,0,0,366.2073692,17.29645275,9.603475925,-9.001041415,51.44023904,1925.634821,8.528937638,77.02708954,2,0,16,0.510348563,0.028844538,0.612049783,0.342535522,0.241231966,0.076738074,4.394618303,19.31955819,0.540687067,61.62544363,7.230847751,0.739801811,0.853077465,0.567023009,0.398266313,0.253166566,0.012797148,0.761494574,0.418089634,0.248009822,0.066911826,3.823823972,16.52476791,0.414918495,63.47038954,7.18429209,1.206226278,0.533644135,2.148420138,1.197648043,0.46838565,0.544731133
"AZRM-1001",1,2014-04-28,"2014","AZ:CA","XER",33.6684,-114.5313,9,23.6,0.71425409,0.71425409,0.009,2784.44,83.652,8,937,2.43,25.64,90.88,4.404,0.508,19,223.51,5.3,1.86,"BOATABLE",333.4,91.87409039,709.19,77.77880142,239.1,0,5.1625,NA,3863.524966,-0.460409377,NA,0,100,NA,0.804393536,-1.264802913,-1.614376261,0,100,23.32897463,NA,0.004545455,0.163636364,0.004545455,0.131818182,0.000475909,57.7540107,NA,0.028571429,0.567857143,0.030952381,0.441666667,0.362356652,0.29875,0.743043877,2.891715,1.108335,2.825045,0.06667,"BOATABLE",0.06667,0.036413954,230.6363636,"3 High","Poor",-1.700786261,"Good",-0.016981959,"Good",0.191732636,379.4859149,2.579195661,366.0529128,2.563543867,-0.237342399,-0.23575712,"S",4.533949495,6.884541789,10,6.74,10,10,10,10,85.2,-101.66,-12.56,-1.2,"West",16.43619592,24.76265513,8.428703388,132.4969177,260.3492517,13.71627426,-0.269610822,14.92808342,1.094940202,32.28524017,21.37624311,22.64209366,10.4302749,0,0,366.6140096,17.27469403,9.582371274,-9.023995102,51.47719536,1928.353757,8.536519477,77.125496,2,0,16,0.509754024,0.02889252,0.612659285,0.342657129,0.241234719,0.076790512,4.401791003,19.35169586,0.541540948,61.59480047,7.241991881,0.739555374,0.843787495,0.566781978,0.398134435,0.253346804,0.012830426,0.762820051,0.418198063,0.247735734,0.066957004,3.833470069,16.5677394,0.415897856,63.41319491,7.201845478,1.205976421,0.528840404,2.151158254,1.199127595,0.468578123,0.544845249
"AZRO-1028",1,2014-07-21,"2014","AZ","XER",33.97792,-111.3063,5,23.38,0.514142865,0.514142865,0.007,3870.68,109.28,19,716,3.79,16.07,65.96,4.25,0.419,119.4,7.84,36.2,15.93,"WADEABLE",12.12,12.40175941,0.97995,8.056860269,31.27272727,0.863636364,1.363636364,1.068928039,158.4,-0.195382392,91.63636364,37.14285714,60,68.57142857,0.932478203,-1.127860595,-1.411381266,0,100,0.664757448,0,0,0,0,0.013636364,0,4.545454545,0,0,0.609090909,0.006818182,0.075,0.266120053,0.13375,0,0,0,0,0,"WADEABLE",0,0.138194444,7.085,"1 Low","Medi",-0.538137953,"Poor",-0.629357299,"Poor",-1.173723555,14.38104738,1.157790517,0.004343126,-2.362197587,-2.857419901,-0.287568565,"S",2.210377113,10,6.569484937,8.52,0.938251804,10,10,10,72.8,-50.1,-5.25,-8.13,"West",15.99611731,23.92514804,6.015074088,400.9840088,534.9509534,9.74396801,6.93596357,10.73887634,8.075966696,28.58657837,23.45210592,19.05722046,14.93389146,0,0,608.4383895,21.86827251,13.61937036,-3.339678044,36.60903111,1545.789579,8.098882728,99.74483536,7,1,51,0.02043043,0,0.832837653,0.347222057,0.103295109,0.006524403,0,52.75294086,0.005286195,45.02838115,0.75964052,0.01085813,0.004143234,0.086579303,0.035336547,0.090992537,0,1.030982693,0.424631839,0.147397268,0.008779982,0,46.12869325,0.014101183,51.1378058,0.407337936,0.031395086,0.010908462,0.394300994,0.168416011,0.27895299,0.343193519
"AZRO-1031",1,2014-05-08,"2014","AZ","WMT",33.29637,-109.1921,5,57.95,1.429548204,1.429548204,0.004,4126.27,69.218,8,620,1.28,17.56,42.71,1.937,0.085,132,17.577,0.1,0.93,"WADEABLE",29.95333333,17.80782449,1.604142105,12.90317343,9.572727273,0.563636364,1.281818182,1.076883464,596,0.985165885,40.27272727,0.952380952,36.19047619,48.57142857,1.052500322,-0.067334438,-0.10788054,23.48993289,76.51006711,0.430775877,2.857142857,0.106818182,0.004545455,0,0.175909091,0,81.55080214,40.77540107,0.026136364,0.530681818,0.245454545,0.744318182,0.713168414,0.434943182,0,0,0,0,0,"WADEABLE",0,0.224404762,5.962631579,"1 Low","Good",0.085090955,"Good",-0.048102202,"Medi",-0.335549604,2.467588745,0.392272781,0.054222287,-1.265822172,-2.268698175,-1.335346008,"R",0,3.871380226,0,10,10,10,10,10,67.34,-64.36,-8.73,5.5,"West",13.45134769,22.81860492,7.617565544,245.0511017,367.5737322,7.531395435,4.378406605,8.590976715,5.426235639,25.04758453,19.90568596,16.17038345,11.89414249,0,0,579.012379,18.81834059,10.21744629,-7.244000961,55.48597197,2090.133369,6.92291474,33.94006305,10,2,59,0.00331273,0,0.269021282,0.010697357,0.000759167,0,0.043548596,72.85086642,0.039683745,18.04837414,8.578866439,0,0,0.109872211,0.026708886,0.006226303,0,0.259210832,0.009503305,0.001310801,0,0.003932402,73.81413502,0.005243203,19.39493441,5.894998312,0,0,0.503675157,0.091100647,0.050147831,0.082223249
"AZSS-1111",1,2014-05-13,"2014","AZ","WMT",36.4193,-109.1022,1,21.63,0.861971366,0.861971366,0.003,2394.33,1.791,5,242,2.89,4.648,4.373,1.16,0.145,92,3.43,1.4,2.24,"WADEABLE",26.77,19.86360308,0.55435,14.95705883,2.645454545,0.363636364,1.072727273,2.259017209,297,0.434354893,65.29090909,10.47619048,52.38095238,62.85714286,1.431161821,-0.996806928,-0.903005433,20,80,0.558724648,0,0,0.031818182,0,0.352272727,0,33.68983957,41.31016043,0.045454545,0.143181818,0.061363636,0.086363636,0.342470169,0.138863636,0.282618833,0.393959091,0,0.393959091,0,"WADEABLE",0,0.817777778,1.615,"2 Medi","Good",-0.266334229,"Poor",-0.984383045,"Medi",-0.252200307,0.426770753,-0.369805351,0.017314565,-1.761588418,-0.725968999,-0.89528764,"S",9.633786486,10,0,10,4.873417722,10,10,10,80.63,-96.04,-13.45,11.55,"West",9.866984626,14.76945831,3.102763942,529.2583618,522.4677672,-0.648875296,-0.781107175,0.121971093,0.006338846,17.95232391,17.87102607,8.095018387,8.009194124,0,0,643.7413135,12.73162754,6.37721675,0.019521631,47,2713.429214,10.99654741,4.056675882,6,1,43,0,0,0.02439421,0.016262807,0,0,1.28476175,90.185396,0,8.489185233,0,0,0,0,0,0,0,0,0,0,0,0,83.82045929,0,16.17954071,0,0,0,0,0,0.459830867,0.21085595
"AZSS-1116",1,2014-06-05,"2014","AZ","XER",31.88153,-109.2165,2,63.3,0.620107028,0.620107028,0.001,4174.34,2.801,2,440,1.57,6.618,11.47,1.872,0.071,60,28.294,2,0.08,"WADEABLE",3.693333333,1.621775755,0.043,0.645430848,5.4,0.268181818,1.954545455,1.111768523,149,1.167926755,22.36363636,2.857142857,8.571428571,44.76190476,1.737790455,-0.5698637,-0.776497868,2.040816327,97.95918367,0.174755645,0,0.009090909,0,0,0.072727273,0.007462093,83.42245989,79.94652406,0.280681818,0.804545455,0.534090909,0.725,0.535346452,0.42625,0.576930399,1.363677273,0.113636364,1.363677273,0,"WADEABLE",0,2.813095238,1.323684211,"2 Medi","Good",1.034058756,"Good",0.162231553,"Poor",-0.89018335,1.890309848,0.276532997,0.00058622,-3.231939423,-1.915272419,-0.092540796,"S",10,10,10,10,10,0,10,10,87.5,-62.63,-9.11,10.27,"West",13.09863376,18.10618605,5.70060143,383.1557007,643.4612502,6.079250813,4.50493888,6.94945097,5.389333272,20.43992805,18.62284659,13.21835995,11.69088471,0,0,771.7055227,17.83616338,10.48147894,-6.642796053,29.09067829,2323.545098,6.470082684,17.85720657,17,2,83,0,0,0,0,0,0,0,31.50238446,25.56695372,15.34977871,27.58088311,0,0,0,0,0,0,0,0,0,0,0,48.81162836,30.22981732,5.264191711,15.6943626,0,0,0,0,0.019864823,0.04498134
"AZSS-1121",1,2014-05-15,"2014","AZ","XER",36.8397,-110.6755,2,8.18,0.983408177,0.983408177,0.011,2992.8,4.546,13,303,1.4,9.758,9.173,1.268,0.475,15,5.133,5.8,1.3,"WADEABLE",10.24,8.058021914,0.411473684,2.544813456,14.63636364,1.027272727,1.3,1.116773851,495,0.485981058,44.81818182,37.14285714,40.95238095,61.9047619,1.539718812,-1.053737755,-1.469198192,18.88888889,81.11111111,0.248516939,24.76190476,0,0.009090909,0,0.327272727,0,22.19251337,10.02673797,0,0.635227273,0.059090909,0.309090909,0.356943857,0.239090909,0.365396209,0.575786364,0,0,0.575786364,"WADEABLE",0,0.458111111,4.668421053,"2 Medi","Good",-0.358561474,"Medi",-0.394325739,"Good",-0.120651446,38.8495463,1.589385951,0.008231714,-2.084509731,-0.761428696,1.224122174,"R",10,10,10,7.4,10,10,10,10,96.75,-93.26,-11.98,2.58,"West",11.52820371,18.94948597,3.886356233,204.2256317,231.7681694,0.817711115,0.545870347,2.528347492,2.190204536,22.64827538,21.9465843,11.72531891,11.21329478,0,0,296.9904902,17.33837673,10.34733032,-6.308699164,48.36838622,2101.317458,8.937886029,1.994461667,7,2,56,0,0,0.013932913,0,0,0,0,30.4852137,0.02089937,68.61263019,0.031349054,0.038315511,0,0.700128879,0.097530391,0,0,0,0,0,0,0,23.53386303,0,72.41770715,0,0,0,3.405221339,0.643208475,0.009369884,0
"AZSS-1125",1,2014-09-03,"2014","AZ","XER",36.82973,-110.367,1,13.97,0.55277606,0.55277606,0.003,3170.92,4.555,16,329,1.86,6.191,6.182,1.56,0.18,36,9.494,13.3,1.16,"WADEABLE",9.358695652,29.87099792,0.0092,7.54126284,5.545454545,0.772727273,6.036363636,NA,150,-2.049846256,98.18181818,98.95833333,98.95833333,98.95833333,2.06785702,-4.117703277,-4.075278758,0,100,0.805802766,1.041666667,0,0.434090909,0.004545455,1.043181818,0,86.63101604,80.21390374,0.002272727,0.159090909,0.090909091,0.553409091,0.674627511,0.349034091,0,0,0,0,0,"WADEABLE",0,2.157963,1.250714286,"1 Low","Poor",-2.234256452,"Good",-0.06936608,"Good",0.248538755,7.112700745,0.852034537,0.001416581,-2.848758494,-0.75090052,0.946998111,"R",10,10,10,10,10,10,1,10,88.75,-78.32,-9.34,-3.61,"West",12.90221962,19.85731281,5.725092254,140.8153381,149.270003,1.204346895,1.162300519,2.834716082,2.794702968,24.02996254,23.87745643,12.61466789,12.51734482,0,0,231.8389448,18.69197448,11.47648896,4.255560973,43,1891.169038,23.26930663,2,6,2,49,0,0,0.039848575,0,0,0,0,0.079697151,0,98.48575413,0.318788603,0,0,0.796971508,0.159394302,0,0,0,0,0,0,0,0,0,79.03225806,0,0,0,17.74193548,3.225806452,0.000398486,0
"CALS-1087",1,2014-06-24,"2014","CA","XER",39.61321,-121.7794,4,23.35,0.260556309,0.260556309,0.0046,1340,1,5,132,1.04,6,4.7,1.1,0.0773,16.9,1.79,3.7,0.95,"BOATABLE",162.4,109.5640581,47.57,99.19198104,45.81818182,0.309090909,1.1,NA,1000.555442,2.58226599,NA,0,0,NA,0.912364589,1.669901402,1.413242663,0,100,61.07880606,NA,0.022727273,0.1,0.013636364,0.227272727,0.005756818,70.45454545,NA,0.134090909,0.082954545,0.215909091,0.397727273,0.450331128,0.278977273,0.554059176,1.24245,0,0.48485,0.7576,"BOATABLE",0.39395,0.128336756,44.72727273,"2 Medi","Good",1.326832663,"Good",-0.061430237,"Good",0.109844879,19.75790655,1.295740927,11.12167327,1.046170132,1.204795455,0.238775653,"T",10,10,10,10,10,10,10,10,100,-76.42,-10.92,10.96,"West",14.31941287,20.13894898,8.290047919,752.2634277,1797.94715,9.613028526,7.765787964,10.8886795,8.490215097,24.44166374,23.68940564,17.2498188,14.41777394,0,0,1626.237213,18.90970654,12.46468328,-0.319666106,56.25502584,1081.800564,5.463309139,932.1007263,8,0,51,0.284897744,0,4.306904869,0.913991199,0.346424957,0.108118471,3.531349898,70.99482369,0.863387296,10.98283034,4.207034611,0.007579439,2.335804825,0.735205603,0.308527761,0.137988461,0,4.691607685,0.819603878,0.393742937,0.202224469,5.232855528,73.24451317,0.786296318,5.912091834,2.169749599,0.026170225,2.906084577,2.433830964,0.814845655,0.923452122,1.041919943
"CALS-1089",1,2014-05-20,"2014","CA","XER",33.93082,-117.594,6,33.93,0.44264421,0.44264421,0.0198,4390,130,5,1040,3.26,15.5,97.9,14.3,7.91,939,92.3,22.6,7.2,"WADEABLE",30.18,9.94569091,9.515,5.835032735,67.27272727,2,9.636363636,1.962688927,1386,-0.448857145,100,0,99.04761905,100,1.628449472,-2.077306617,-2.63986644,0,100,0.193341045,0,0.022727273,0.027272727,0,0.177272727,0.000126888,70.05347594,0.13368984,0.034090909,0.215909091,0.294318182,1.407954545,0.686111941,0.733579545,0.397261925,0.659095455,0,0.659095455,0,"WADEABLE",0,0.276625173,33.05,"2 Medi","Poor",-2.651996725,"Good",0.123297541,"Medi",-0.258190108,453.4290985,2.656509387,0.675217053,-0.170556598,-0.783291823,1.141346142,"T",0.331790421,10,0,0,7.939053729,10,10,10,60.34,-54.65,-7.76,7.45,"West",16.70198203,23.95363637,6.947629261,173.2080841,309.8774402,14.37789631,11.17418387,15.05692005,12.05940815,24.94794846,23.37990134,19.5796299,16.65680682,0,0,542.0204836,22.28919233,15.08189792,1.134120613,33.19175411,1087.230117,16.84406609,23.12731427,6,0,30,0.444404028,0,8.317193691,10.81614087,12.66253766,2.262184303,0.019414484,16.3976245,1.692307859,35.30033088,9.3552551,0.834786713,0.063512066,0.429283826,0.511452561,0.14560179,0,8.804136147,6.944616491,5.780614452,0.910163492,0.041020309,19.02083304,2.256117001,39.04666365,10.59562707,0.913209555,0.044066372,1.829871314,1.629440398,14.43996865,7.448447422
"CALS-1098",1,2014-06-10,"2014","CA","WMT",39.75739,-123.7248,3,56.4,1.020799853,1.020799853,0.0098,936,3.94,10,105,1.18,2.9,7,0.7,0.0606,27.4,2.04,0.9,0.45,"WADEABLE",44.71,30.39248146,3.04625,26.63743472,11.26363636,0.681818182,0.681818182,1.092738544,158.4,2.113266502,22.72727273,0,5.714285714,10.47619048,1.764835154,0.348431347,0.257460965,23,77,0.595782481,14.28571429,0.018181818,0.022727273,0.068181818,0.363636364,0.005949579,99.73262032,97.19251337,0.276136364,0.567045455,0.670454545,1.401136364,0.899898527,0.730511364,0,0,0,0,0,"WADEABLE",0,0.998611111,6.52,"1 Low","Good",0.636315978,"Good",0.071267627,"Good",0.033920756,7.620393329,0.881977388,0.236271709,-0.626588278,0.041735542,0.139894443,"S",6.600018018,10,10,10,10,10,10,10,95.75,-43.18,-6.86,11.66,"West",13.57742999,18.66933062,8.144220183,2136.571289,2186.056948,8.858703613,8.76270784,9.633626938,9.532390127,20.21837997,20.00272981,13.95924187,13.81829596,0,0,1964.289213,18.49485658,12.5380214,1.5648116,28.58790717,556.8751584,4.430719647,1179.486192,17,0,109,0,0,2.961228566,0.113628538,0.003443289,0,0.010329867,95.17939536,0.385648371,1.229254184,0.068865781,0,0,0.048206046,0,0,0,8.774214553,0.325573824,0.016278691,0,0,90.10255575,0.227901677,0.325573824,0,0,0,0.227901677,0,0.12151367,0.360898584
"CALS-1099",1,2014-07-09,"2014","CA","XER",38.36417,-119.4448,4,81.48,1.078947327,1.078947327,0.0063,1620,7.42,10,200,1.72,2.5,27.5,2.6,0.113,16.4,15.2,2.2,0.65,"WADEABLE",40.66,11.47788387,2.99125,9.331918019,10.80909091,1.609090909,3.772727273,1.191875787,237.6,2.046484761,29.18181818,0.952380952,8.571428571,10.47619048,2.548352402,-0.501867642,-0.811609529,84,16,0.229511019,0,0,0.040909091,0,0.372727273,0,44.11764706,4.679144385,0,0.227272727,0.002272727,0.818181818,0.554676549,0.468181818,0.266674,0.36365,0,0.36365,0,"WADEABLE",0,2.684259259,7.5,"2 Medi","Good",0.029119325,"Good",-0.106573123,"Good",-0.105473011,103.0171094,2.01290936,0.818432407,-0.087017182,0.454864401,1.183603177,"R",10,10,10,10,10,10,10,10,100,-113.9,-15.28,8.36,"West",7.096215614,14.35256002,3.274134828,676.9697266,893.3143649,0.484961361,-0.459692913,1.563438535,0.344605342,16.83824158,14.93960801,7.742509365,6.101493118,0,0,828.2919803,11.1769334,4.110910931,-10.05523379,73.30445465,2644.531133,11.39428657,129.9924195,8,3,65,0.101918267,0.030300025,0.320629359,0.170781961,0.030300025,0.002754548,0.549807733,13.47084036,0.008814553,79.95295232,0.439074913,0,0,1.534283101,1.190515541,0.129166517,0,1.036920096,0.828818485,0.075347135,0,1.359836389,12.36410606,0.017939794,73.41681317,0.035879588,0,0,5.988303254,4.528004019,0.13972168,0.465465896
"CALS-1102",1,2014-07-08,"2014","CA","XER",37.89016,-118.7154,3,47.45,0.588327319,0.588327319,0.0024,740,0.87,35,75,2.43,1,10.8,1.1,0.136,15.7,2.35,2.3,1.3,"WADEABLE",61.89333333,18.82100307,1.0074,30.93975949,9.363636364,0.418181818,0.990909091,1.631568489,149,-1.28920502,93.63636364,59.04761905,88.57142857,99.04761905,1.23875699,-2.527962009,-2.432029159,0,100,0.499888402,0,0.059090909,0.309090909,0,0.431818182,0,45.18716578,34.75935829,0,0.029545455,0,0.439772727,0.532437049,0.297897727,0,0,0,0,0,"WADEABLE",0,0.347619048,1.66,"1 Low","Medi",-0.744266289,"Good",0.162051703,"Good",0.109318445,2.53163428,0.403400968,0.08783061,-1.0563541,-0.247632748,-0.267399001,"R",10,10,10,10,10,10,10,10,100,-126.23,-16.74,7.67,"West",7.869065832,14.10156635,2.797208904,192.3522644,427.1451902,1.585130215,0.59208858,2.76825285,1.507925511,18.82616234,16.46645702,9.484075546,7.643054105,0,0,494.3025257,13.38542431,5.381730411,-9.251381076,71.33800151,2495.093371,22.00535927,273.2685891,5,2,47,0,0,0.013446004,0.052749708,0.065161404,0.001034308,1.389075639,36.47176856,2.430623791,56.86521933,0.786074077,0,0,1.377698251,0.47991891,0,0,0.043761282,0.054701603,0.027350801,0,1.334719107,35.57792243,0.705650676,53.79902631,1.148733658,0,0,5.470160276,1.77780209,1.194532648,1.163229583
"CALS-1106",1,2014-07-15,"2014","CA","WMT",41.93373,-124.1084,3,66.87,1.136430796,1.136430796,0.0024,712,4.69,5,92,0.5,5.1,4.3,0.4,0.145,11.4,3.05,0.3,0.3,"WADEABLE",45.2,22.69516925,5.64765,22.17917343,19.55454545,0.845454545,1.936363636,1.074646664,360,1.524498218,26.63636364,0,11.42857143,26.66666667,1.651007587,-0.126509369,-0.220226912,21,79,0.490689678,0,0,0,0.004545455,0.177272727,0.000619776,93.31550802,85.56149733,0.2875,0.164772727,0.685227273,1.473863636,0.895168294,0.763238636,0,0,0,0,0,"WADEABLE",0,0.608333333,11.7,"1 Low","Good",-0.031294447,"Good",0.06975753,"Medi",-0.258418231,18.87476315,1.275881511,0.403353567,-0.394314098,-0.003812753,0.36996178,"T",5.541234234,10,10,10,10,10,10,10,94.43,-46.5,-7.25,11.52,"West",12.7586973,16.06173454,6.093398902,2693.479736,2934.542166,8.501645088,8.389551376,9.195310593,9.045571152,18.87257767,19.88921576,13.71390533,13.69591028,0,0,2463.961964,17.64979327,12.16689163,1.843099641,45.91734676,398.6087483,2.042717958,2152.694895,18,2,127,0,0,2.029480496,0.456588172,0.115045839,0.001797591,1.249325903,69.52543592,9.164120079,15.42333273,1.916232249,0,0,0.106057882,0.012583139,0,0,2.117061021,0.166044002,0,0,1.328352013,62.62972188,23.17351598,8.374844334,1.525529265,0,0,0.612287256,0.072644251,0.271939601,0.108239934
"CALS-1108",1,2014-06-24,"2014","CA","XER",39.40277,-122.1703,3,13.83,0.418227865,0.418227865,0.0374,4110,6.55,30,432,7.64,16.5,48.3,2,0.666,178,20.9,16.3,13,"BOATABLE",141,9.374368666,14.615,8.056821027,10.73636364,0.281818182,0.809090909,NA,487.4925605,1.080730448,NA,24,24,NA,1.383888652,-0.303158204,-0.66993137,0,100,5.714057466,NA,0.045454545,0.009090909,0,0.05,0,63.63636364,NA,0.065909091,0.071590909,0.068181818,0.421590909,0.503127246,0.289715909,0.3465353,0.530304545,0,0.530304545,0,"BOATABLE",0,0.219298246,10.18181818,"2 Medi","Medi",-0.75634137,"Good",-0.036727712,"Poor",-0.758917916,31.76451066,1.501942169,18.33268674,1.263226118,2.586262889,1.136652099,"T",10,10,0.874635569,3.58,3.287890938,10,10,10,72.18,-65.29,-7.9,-2.13,"West",16.84553794,22.13562013,9.957271628,544.0817871,524.5431587,10.3893652,10.4640434,11.61310291,11.71331993,25.62907219,25.69912765,18.20942688,18.25121418,0,0,508.8120842,23.95574092,16.72637932,3.313432782,32.57676233,34.22165471,1.339981889,430,8,0,52,0.536361103,0,1.953886877,2.580802452,0.950821956,0.0487601,0,0,0,0,0.031345779,0.076623015,70.36082474,0.083588743,23.24115352,0.554938957,0,0.665926748,2.09027007,0.887902331,0.110987791,0,0,0,0,0,0.129485757,59.32297447,0.073991861,36.12652608,1.64450404,1.417869034
"CALS-1115",1,2014-06-19,"2014","CA","XER",39.98053,-121.9723,4,79.27,0.852184752,0.852184752,0.0064,1600,5.19,5,168,1.08,7,11.9,2,0.124,21,2.73,1.8,1.2,"WADEABLE",63.63,27.56907028,9.19,25.31055318,30.90909091,1.2,1.909090909,1.289267311,316.8,1.685293921,32.18181818,0,13.33333333,17.14285714,2.028375213,-0.343081292,-0.544200292,32,68,0.397777042,0,0.068181818,0.009090909,0.013636364,0.422727273,1.86e-05,62.56684492,13.77005348,0.068181818,0.128409091,0.176136364,1.504545455,0.801694371,0.777045455,0,0,0,0,0,"WADEABLE",0,0.984375,15.15,"1 Low","Good",-0.106730309,"Good",0.141223707,"Good",0.055331429,101.6313172,2.007027554,1.749297795,0.242863749,0.272982028,0.873727463,"S",10,10,10,10,10,0,10,10,87.5,-82.99,-11.75,11.02,"West",13.33979525,19.9498705,8.6005729,684.9221191,1583.336378,10.0621233,6.316488929,11.24407673,6.947089468,26.98574829,22.81626351,18.17193031,13.13517897,0,0,1459.243,17.76033643,11.24733796,-2.306687968,64.16507149,1271.484591,6.453956854,838.1339882,9,0,59,0.019586511,0,1.438867867,0.102211959,0.011192292,0.000822963,0.078510635,60.71258688,0.158338011,29.9013597,6.167940339,0,0,0.453452411,0.955130431,0.056659273,0,2.536406597,0.220609509,0.031343428,0.003616549,0.056659273,64.03582795,0.367682515,21.98620889,5.336821294,0,0,1.81671328,3.551451442,0.261205048,0.326574404
